time,.data
2020/04/03/19:47:38.001116,"(37.39166259765625, -18.8690185546875, 17.15087890625)"
2020/04/03/19:47:38.097785,"(37.48016357421875, -18.85528564453125, 15.87677001953125)"
2020/04/03/19:47:38.197949,"(38.00811767578125, -18.8690185546875, 16.48406982421875)"
2020/04/03/19:47:38.298054,"(38.275146484375, -19.04449462890625, 16.7877197265625)"
2020/04/03/19:47:38.391386,"(38.32244873046875, -19.38323974609375, 16.14990234375)"
2020/04/03/19:47:38.489662,"(38.458251953125, -19.57855224609375, 18.365478515625)"
2020/04/03/19:47:38.589742,"(38.1134033203125, -18.3380126953125, 14.892578125)"
2020/04/03/19:47:38.690858,"(38.31939697265625, -19.036865234375, 16.15142822265625)"
2020/04/03/19:47:38.785434,"(38.0126953125, -19.2047119140625, 16.4825439453125)"
2020/04/03/19:47:38.882463,"(38.0767822265625, -19.02618408203125, 15.52886962890625)"
2020/04/03/19:47:38.986096,"(38.0767822265625, -19.02618408203125, 15.52886962890625)"
2020/04/03/19:47:39.084086,"(37.14599609375, -18.51348876953125, 16.5283203125)"
2020/04/03/19:47:39.178024,"(38.00811767578125, -18.8690185546875, 16.48406982421875)"
2020/04/03/19:47:39.276342,"(37.6861572265625, -19.55413818359375, 17.13409423828125)"
2020/04/03/19:47:39.376134,"(38.2080078125, -18.8873291015625, 17.74444580078125)"
2020/04/03/19:47:39.469006,"(38.39111328125, -19.5404052734375, 15.1947021484375)"
2020/04/03/19:47:39.570850,"(38.3148193359375, -18.6920166015625, 16.15142822265625)"
2020/04/03/19:47:39.668883,"(38.275146484375, -19.04449462890625, 16.7877197265625)"
2020/04/03/19:47:39.771261,"(37.63427734375, -18.87969970703125, 17.7734375)"
2020/04/03/19:47:39.869795,"(37.39166259765625, -18.8690185546875, 17.15087890625)"
2020/04/03/19:47:39.973370,"(37.48016357421875, -18.85528564453125, 15.87677001953125)"
2020/04/03/19:47:40.070045,"(37.98828125, -19.04144287109375, 16.80145263671875)"
2020/04/03/19:47:40.174072,"(38.8763427734375, -19.561767578125, 16.4398193359375)"
2020/04/03/19:47:40.272075,"(38.29803466796875, -19.20928955078125, 16.46881103515625)"
2020/04/03/19:47:40.373378,"(38.36669921875, -19.3756103515625, 15.51361083984375)"
2020/04/03/19:47:40.474462,"(37.80517578125, -18.505859375, 15.2252197265625)"
2020/04/03/19:47:40.574162,"(38.09967041015625, -19.19097900390625, 15.20843505859375)"
2020/04/03/19:47:40.676647,"(38.58184814453125, -18.87664794921875, 16.455078125)"
2020/04/03/19:47:40.778222,"(37.99285888671875, -19.38629150390625, 16.80145263671875)"
2020/04/03/19:47:40.876532,"(37.48016357421875, -18.85528564453125, 15.87677001953125)"
2020/04/03/19:47:40.977358,"(38.2781982421875, -19.38934326171875, 16.7877197265625)"
2020/04/03/19:47:41.081104,"(37.78533935546875, -18.6767578125, 15.5426025390625)"
2020/04/03/19:47:41.179151,"(37.6983642578125, -18.6920166015625, 16.81671142578125)"
2020/04/03/19:47:41.283276,"(37.7227783203125, -18.865966796875, 16.497802734375)"
2020/04/03/19:47:41.379982,"(38.5894775390625, -19.5587158203125, 16.45355224609375)"
2020/04/03/19:47:41.474450,"(38.2781982421875, -19.38934326171875, 16.7877197265625)"
2020/04/03/19:47:41.572521,"(38.2781982421875, -19.38934326171875, 16.7877197265625)"
2020/04/03/19:47:41.671761,"(38.2781982421875, -19.38934326171875, 16.7877197265625)"
2020/04/03/19:47:41.772542,"(38.14849853515625, -19.52972412109375, 14.57061767578125)"
2020/04/03/19:47:41.875524,"(38.525390625, -19.7357177734375, 17.40875244140625)"
2020/04/03/19:47:41.975011,"(38.25531005859375, -19.21539306640625, 17.10662841796875)"
2020/04/03/19:47:42.076431,"(39.21051025390625, -19.903564453125, 15.7867431640625)"
2020/04/03/19:47:42.175224,"(37.74566650390625, -19.03076171875, 16.17889404296875)"
2020/04/03/19:47:42.277689,"(38.7451171875, -19.5831298828125, 18.35174560546875)"
2020/04/03/19:47:42.378955,"(38.5498046875, -19.90966796875, 17.08984375)"
2020/04/03/19:47:42.478649,"(38.76953125, -19.74639892578125, 18.0328369140625)"
2020/04/03/19:47:42.579192,"(38.2476806640625, -18.53485107421875, 17.108154296875)"
2020/04/03/19:47:42.680038,"(38.58184814453125, -18.87664794921875, 16.455078125)"
2020/04/03/19:47:42.807792,"(37.14599609375, -18.51348876953125, 16.5283203125)"
2020/04/03/19:47:42.900087,"(37.5, -18.6737060546875, 15.557861328125)"
2020/04/03/19:47:42.991979,"(38.2720947265625, -18.69964599609375, 16.78924560546875)"
2020/04/03/19:47:43.091431,"(38.2781982421875, -19.38934326171875, 16.7877197265625)"
2020/04/03/19:47:43.195002,"(37.8143310546875, -19.1864013671875, 15.22369384765625)"
2020/04/03/19:47:43.294601,"(37.96844482421875, -19.21234130859375, 17.12188720703125)"
2020/04/03/19:47:43.397922,"(38.2354736328125, -19.39697265625, 17.42401123046875)"
2020/04/03/19:47:43.495848,"(38.89923095703125, -19.72503662109375, 16.12091064453125)"
2020/04/03/19:47:43.596238,"(38.3026123046875, -19.55413818359375, 16.46881103515625)"
2020/04/03/19:47:43.695870,"(38.25531005859375, -19.21539306640625, 17.10662841796875)"
2020/04/03/19:47:43.798494,"(38.01727294921875, -19.549560546875, 16.4825439453125)"
2020/04/03/19:47:43.897182,"(38.0126953125, -19.2047119140625, 16.4825439453125)"
2020/04/03/19:47:43.997844,"(37.98828125, -19.04144287109375, 16.80145263671875)"
2020/04/03/19:47:44.098322,"(38.09967041015625, -19.19097900390625, 15.20843505859375)"
2020/04/03/19:47:44.193252,"(38.85650634765625, -19.732666015625, 16.75872802734375)"
2020/04/03/19:47:44.291759,"(38.76953125, -19.74639892578125, 18.0328369140625)"
2020/04/03/19:47:44.391533,"(38.89617919921875, -19.38934326171875, 16.12091064453125)"
2020/04/03/19:47:44.492144,"(37.19329833984375, -18.8507080078125, 15.8905029296875)"
2020/04/03/19:47:44.596815,"(38.2781982421875, -19.38934326171875, 16.7877197265625)"
2020/04/03/19:47:44.692548,"(37.90130615234375, -19.17266845703125, 13.9495849609375)"
2020/04/03/19:47:44.793709,"(38.32244873046875, -19.38323974609375, 16.14990234375)"
2020/04/03/19:47:44.895340,"(37.750244140625, -19.3756103515625, 16.17889404296875)"
2020/04/03/19:47:44.997666,"(38.32244873046875, -19.38323974609375, 16.14990234375)"
2020/04/03/19:47:45.098123,"(39.21051025390625, -19.903564453125, 15.7867431640625)"
2020/04/03/19:47:45.196426,"(37.70904541015625, -19.7174072265625, 16.815185546875)"
2020/04/03/19:47:45.290701,"(38.3026123046875, -19.55413818359375, 16.46881103515625)"
2020/04/03/19:47:45.388352,"(38.5894775390625, -19.5587158203125, 16.45355224609375)"
2020/04/03/19:47:45.488937,"(38.05694580078125, -19.1986083984375, 15.84625244140625)"
2020/04/03/19:47:45.589826,"(38.5894775390625, -19.5587158203125, 16.45355224609375)"
2020/04/03/19:47:45.694314,"(38.8763427734375, -19.561767578125, 16.4398193359375)"
2020/04/03/19:47:45.792052,"(38.2965087890625, -18.87359619140625, 16.4703369140625)"
2020/04/03/19:47:45.891560,"(38.0126953125, -19.2047119140625, 16.4825439453125)"
2020/04/03/19:47:45.991674,"(38.59710693359375, -20.2392578125, 16.4520263671875)"
2020/04/03/19:47:46.094351,"(37.7532958984375, -19.7113037109375, 16.17889404296875)"
2020/04/03/19:47:46.197670,"(39.18304443359375, -19.39239501953125, 16.107177734375)"
2020/04/03/19:47:46.294853,"(37.96844482421875, -19.21234130859375, 17.12188720703125)"
2020/04/03/19:47:46.395189,"(38.629150390625, -19.2047119140625, 15.8172607421875)"
2020/04/03/19:47:46.489152,"(38.31939697265625, -19.036865234375, 16.15142822265625)"
2020/04/03/19:47:46.588991,"(37.63427734375, -18.87969970703125, 17.7734375)"
2020/04/03/19:47:46.687763,"(38.0126953125, -19.2047119140625, 16.4825439453125)"
2020/04/03/19:47:46.788680,"(38.31024169921875, -20.23468017578125, 16.46728515625)"
2020/04/03/19:47:46.880908,"(39.4775390625, -20.0775146484375, 16.09039306640625)"
2020/04/03/19:47:46.980372,"(38.5498046875, -19.90966796875, 17.08984375)"
2020/04/03/19:47:47.082521,"(38.83514404296875, -19.91424560546875, 17.07611083984375)"
2020/04/03/19:47:47.181327,"(38.5223388671875, -19.40155029296875, 17.4102783203125)"
2020/04/03/19:47:47.274578,"(38.59710693359375, -20.2392578125, 16.4520263671875)"
2020/04/03/19:47:47.373294,"(38.2781982421875, -19.38934326171875, 16.7877197265625)"
2020/04/03/19:47:47.472499,"(38.812255859375, -19.74029541015625, 17.39501953125)"
2020/04/03/19:47:47.573467,"(38.77105712890625, -20.0927734375, 18.03131103515625)"
2020/04/03/19:47:47.677197,"(37.5274658203125, -19.183349609375, 15.2374267578125)"
2020/04/03/19:47:47.775788,"(38.6322021484375, -19.549560546875, 15.8172607421875)"
2020/04/03/19:47:47.875112,"(38.5223388671875, -19.40155029296875, 17.4102783203125)"
2020/04/03/19:47:47.976361,"(38.76953125, -19.74639892578125, 18.0328369140625)"
2020/04/03/19:47:48.078906,"(38.330078125, -20.06378173828125, 16.14990234375)"
2020/04/03/19:47:48.178190,"(38.01727294921875, -19.549560546875, 16.4825439453125)"
2020/04/03/19:47:48.280046,"(38.2781982421875, -19.38934326171875, 16.7877197265625)"
2020/04/03/19:47:48.379290,"(38.262939453125, -19.9066162109375, 17.1051025390625)"
2020/04/03/19:47:48.480127,"(38.56964111328125, -19.7296142578125, 16.7724609375)"
2020/04/03/19:47:48.582018,"(38.54522705078125, -19.5648193359375, 17.09136962890625)"
2020/04/03/19:47:48.681302,"(37.9974365234375, -19.72198486328125, 16.80145263671875)"
2020/04/03/19:47:48.785430,"(38.83209228515625, -19.56787109375, 17.07763671875)"
2020/04/03/19:47:48.882985,"(38.56964111328125, -19.7296142578125, 16.7724609375)"
2020/04/03/19:47:48.983343,"(38.25836181640625, -19.561767578125, 17.1051025390625)"
2020/04/03/19:47:49.084115,"(38.21563720703125, -19.56787109375, 17.742919921875)"
2020/04/03/19:47:49.179867,"(38.87939453125, -19.9066162109375, 16.4398193359375)"
2020/04/03/19:47:49.278372,"(37.99285888671875, -19.38629150390625, 16.80145263671875)"
2020/04/03/19:47:49.376644,"(38.25531005859375, -19.21539306640625, 17.10662841796875)"
2020/04/03/19:47:49.476570,"(38.3270263671875, -19.7174072265625, 16.14990234375)"
2020/04/03/19:47:49.581122,"(38.61236572265625, -19.72198486328125, 16.1346435546875)"
2020/04/03/19:47:49.678533,"(38.3026123046875, -19.55413818359375, 16.46881103515625)"
2020/04/03/19:47:49.779428,"(39.18914794921875, -20.074462890625, 16.10565185546875)"
2020/04/03/19:47:49.880071,"(38.53759765625, -18.88427734375, 17.0928955078125)"
2020/04/03/19:47:49.982064,"(39.0625, -20.44219970703125, 18.01605224609375)"
2020/04/03/19:47:50.080894,"(38.5223388671875, -19.40155029296875, 17.4102783203125)"
2020/04/03/19:47:50.181683,"(38.25531005859375, -19.21539306640625, 17.10662841796875)"
2020/04/03/19:47:50.282330,"(38.3026123046875, -19.55413818359375, 16.46881103515625)"
2020/04/03/19:47:50.385156,"(38.262939453125, -19.9066162109375, 17.1051025390625)"
2020/04/03/19:47:50.484343,"(37.79754638671875, -19.70367431640625, 15.54107666015625)"
2020/04/03/19:47:50.585014,"(37.70599365234375, -19.38323974609375, 16.81671142578125)"
2020/04/03/19:47:50.685432,"(37.27569580078125, -20.25299072265625, 19.05975341796875)"
2020/04/03/19:47:50.786541,"(37.0330810546875, -20.2423095703125, 18.4356689453125)"
2020/04/03/19:47:50.886758,"(36.67449951171875, -19.7357177734375, 19.40765380859375)"
2020/04/03/19:47:50.987336,"(36.63482666015625, -20.0897216796875, 20.0439453125)"
2020/04/03/19:47:51.088502,"(35.41717529296875, -19.57244873046875, 21.05865478515625)"
2020/04/03/19:47:51.189164,"(35.41412353515625, -19.22760009765625, 21.05865478515625)"
2020/04/03/19:47:51.289495,"(35.2874755859375, -19.59381103515625, 22.9705810546875)"
2020/04/03/19:47:51.389965,"(34.649658203125, -19.76470947265625, 23.95477294921875)"
2020/04/03/19:47:51.485990,"(33.563232421875, -19.22760009765625, 23.05755615234375)"
2020/04/03/19:47:51.583645,"(34.34295654296875, -19.9432373046875, 24.28741455078125)"
2020/04/03/19:47:51.683316,"(34.0362548828125, -20.10955810546875, 24.6185302734375)"
2020/04/03/19:47:51.782991,"(33.94927978515625, -20.12481689453125, 25.8941650390625)"
2020/04/03/19:47:51.877798,"(33.08563232421875, -19.769287109375, 25.93841552734375)"
2020/04/03/19:47:51.974620,"(32.53326416015625, -19.59075927734375, 25.64849853515625)"
2020/04/03/19:47:52.074443,"(32.75604248046875, -19.7723388671875, 26.58843994140625)"
2020/04/03/19:47:52.175090,"(31.915283203125, -19.59075927734375, 26.31378173828125)"
2020/04/03/19:47:52.279883,"(32.452392578125, -20.2850341796875, 26.92108154296875)"
2020/04/03/19:47:52.377984,"(31.34613037109375, -19.927978515625, 26.3427734375)"
2020/04/03/19:47:52.479048,"(31.256103515625, -19.59686279296875, 27.61688232421875)"
2020/04/03/19:47:52.578433,"(30.3558349609375, -19.93865966796875, 28.29742431640625)"
2020/04/03/19:47:52.671430,"(30.08575439453125, -19.4183349609375, 27.9937744140625)"
2020/04/03/19:47:52.771197,"(29.11834716796875, -19.59381103515625, 29.6295166015625)"
2020/04/03/19:47:52.872434,"(29.69818115234375, -20.281982421875, 29.60052490234375)"
2020/04/03/19:47:52.971386,"(28.91998291015625, -19.57550048828125, 28.37066650390625)"
2020/04/03/19:47:53.074400,"(28.2623291015625, -19.927978515625, 29.6722412109375)"
2020/04/03/19:47:53.172101,"(27.92816162109375, -19.586181640625, 30.3253173828125)"
2020/04/03/19:47:53.275343,"(27.093505859375, -19.74029541015625, 30.04913330078125)"
2020/04/03/19:47:53.374495,"(26.80206298828125, -19.40155029296875, 30.06439208984375)"
2020/04/03/19:47:53.476249,"(26.1810302734375, -19.05517578125, 30.731201171875)"
2020/04/03/19:47:53.578220,"(26.31378173828125, -18.91632080078125, 32.94677734375)"
2020/04/03/19:47:53.676432,"(25.96282958984375, -19.20928955078125, 29.78973388671875)"
2020/04/03/19:47:53.779447,"(25.28228759765625, -19.39697265625, 31.41021728515625)"
2020/04/03/19:47:53.878613,"(24.6612548828125, -19.0521240234375, 32.0770263671875)"
2020/04/03/19:47:53.977947,"(24.88861083984375, -19.57855224609375, 33.0169677734375)"
2020/04/03/19:47:54.078905,"(24.33929443359375, -19.7357177734375, 32.72705078125)"
2020/04/03/19:47:54.180177,"(23.76251220703125, -19.39239501953125, 32.757568359375)"
2020/04/03/19:47:54.282604,"(23.44818115234375, -18.87969970703125, 33.09173583984375)"
2020/04/03/19:47:54.385049,"(22.81646728515625, -19.39697265625, 34.07440185546875)"
2020/04/03/19:47:54.484983,"(22.01995849609375, -19.1986083984375, 33.16192626953125)"
2020/04/03/19:47:54.590038,"(23.18572998046875, -19.04144287109375, 32.78656005859375)"
2020/04/03/19:47:54.683729,"(21.95587158203125, -19.38629150390625, 34.11865234375)"
2020/04/03/19:47:54.784151,"(21.04949951171875, -19.036865234375, 34.7991943359375)"
2020/04/03/19:47:54.884682,"(21.31805419921875, -19.5587158203125, 35.10284423828125)"
2020/04/03/19:47:54.978988,"(20.72601318359375, -19.72198486328125, 35.44921875)"
2020/04/03/19:47:55.080136,"(20.745849609375, -19.549560546875, 35.1318359375)"
2020/04/03/19:47:55.176191,"(19.34967041015625, -18.8446044921875, 34.5672607421875)"
2020/04/03/19:47:55.277544,"(19.61517333984375, -19.0185546875, 34.87091064453125)"
2020/04/03/19:47:55.382126,"(18.93157958984375, -18.86138916015625, 36.492919921875)"
2020/04/03/19:47:55.480779,"(19.464111328125, -19.21234130859375, 37.10174560546875)"
2020/04/03/19:47:55.579106,"(17.7459716796875, -19.19097900390625, 37.18719482421875)"
2020/04/03/19:47:55.682656,"(17.29736328125, -18.4814453125, 35.3057861328125)"
2020/04/03/19:47:55.782052,"(17.236328125, -19.00482177734375, 36.25946044921875)"
2020/04/03/19:47:55.881275,"(17.1722412109375, -19.183349609375, 37.2161865234375)"
2020/04/03/19:47:55.981678,"(16.7083740234375, -18.98956298828125, 35.65216064453125)"
2020/04/03/19:47:56.084498,"(16.31622314453125, -19.51751708984375, 37.2589111328125)"
2020/04/03/19:47:56.186822,"(15.95611572265625, -18.6676025390625, 38.23089599609375)"
2020/04/03/19:47:56.283900,"(15.42510986328125, -18.65234375, 37.6220703125)"
2020/04/03/19:47:56.384837,"(16.05072021484375, -19.34356689453125, 36.9537353515625)"
2020/04/03/19:47:56.486003,"(14.5263671875, -18.994140625, 38.30108642578125)"
2020/04/03/19:47:56.588597,"(14.0411376953125, -18.9727783203125, 37.05596923828125)"
2020/04/03/19:47:56.695722,"(14.59808349609375, -19.49615478515625, 37.34588623046875)"
2020/04/03/19:47:56.787133,"(13.68408203125, -18.4661865234375, 38.02642822265625)"
2020/04/03/19:47:56.891881,"(12.86773681640625, -18.4478759765625, 37.432861328125)"
2020/04/03/19:47:56.990570,"(13.15765380859375, -18.79730224609375, 37.4176025390625)"
2020/04/03/19:47:57.089260,"(13.07830810546875, -19.49310302734375, 38.69171142578125)"
2020/04/03/19:47:57.191367,"(12.628173828125, -18.7835693359375, 36.810302734375)"
2020/04/03/19:47:57.295983,"(12.54425048828125, -19.13299560546875, 38.0828857421875)"
2020/04/03/19:47:57.395297,"(12.43743896484375, -19.329833984375, 39.6759033203125)"
2020/04/03/19:47:57.493617,"(11.35406494140625, -19.1253662109375, 38.7786865234375)"
2020/04/03/19:47:57.594832,"(11.1053466796875, -18.43414306640625, 38.15765380859375)"
2020/04/03/19:47:57.696875,"(11.08551025390625, -18.60504150390625, 38.47503662109375)"
2020/04/03/19:47:57.798179,"(11.2274169921875, -19.49310302734375, 40.6890869140625)"
2020/04/03/19:47:57.896097,"(9.67559814453125, -18.76068115234375, 38.22784423828125)"
2020/04/03/19:47:57.996468,"(10.44769287109375, -18.78662109375, 39.459228515625)"
2020/04/03/19:47:58.090021,"(10.12115478515625, -19.1253662109375, 40.11077880859375)"
2020/04/03/19:47:58.190274,"(9.58404541015625, -18.4295654296875, 39.50347900390625)"
2020/04/03/19:47:58.291090,"(8.70513916015625, -18.59130859375, 39.8651123046875)"
2020/04/03/19:47:58.389242,"(8.1756591796875, -18.57757568359375, 39.25628662109375)"
2020/04/03/19:47:58.482332,"(7.4951171875, -18.7652587890625, 40.8782958984375)"
2020/04/03/19:47:58.581678,"(9.46502685546875, -19.47784423828125, 41.41387939453125)"
2020/04/03/19:47:58.681216,"(8.28399658203125, -18.39141845703125, 37.664794921875)"
2020/04/03/19:47:58.784140,"(7.25250244140625, -18.75457763671875, 40.2557373046875)"
2020/04/03/19:47:58.883749,"(7.244873046875, -18.0633544921875, 40.2557373046875)"
2020/04/03/19:47:58.983938,"(7.562255859375, -18.92242431640625, 39.92156982421875)"
2020/04/03/19:47:59.085133,"(7.64312744140625, -18.22662353515625, 38.6474609375)"
2020/04/03/19:47:59.184960,"(6.34613037109375, -18.4051513671875, 40.936279296875)"
2020/04/03/19:47:59.286226,"(6.05926513671875, -18.402099609375, 40.95001220703125)"
2020/04/03/19:47:59.389271,"(5.462646484375, -18.22967529296875, 41.29791259765625)"
2020/04/03/19:47:59.489763,"(5.2398681640625, -18.03741455078125, 40.3564453125)"
2020/04/03/19:47:59.595164,"(5.82122802734375, -18.73626708984375, 40.32745361328125)"
2020/04/03/19:47:59.691429,"(5.22003173828125, -18.218994140625, 40.67535400390625)"
2020/04/03/19:47:59.791970,"(4.9530029296875, -18.03436279296875, 40.3717041015625)"
2020/04/03/19:47:59.890455,"(4.9407958984375, -18.896484375, 40.68756103515625)"
2020/04/03/19:47:59.994153,"(4.89654541015625, -18.90411376953125, 41.32537841796875)"
2020/04/03/19:48:00.090985,"(3.74603271484375, -18.54400634765625, 41.3848876953125)"
